[2024-09-11 17:37:30,352] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest_generator.py[26]:add_ait_resources(<ait_sdk.common.files.ait_manifest_generator.AITManifestGenerator object at 0x7f8b3b8c90d0>)
[2024-09-11 17:37:30,353] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest_generator.py[26]:add_ait_resources()
[2024-09-11 17:37:30,353] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest_generator.py[29]:add_ait_downloads(<ait_sdk.common.files.ait_manifest_generator.AITManifestGenerator object at 0x7f8b3b8c90d0>)
[2024-09-11 17:37:30,353] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest_generator.py[29]:add_ait_downloads()
[2024-09-11 17:37:30,353] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest_generator.py[31]:write(<ait_sdk.common.files.ait_manifest_generator.AITManifestGenerator object at 0x7f8b3b8c90d0>)
[2024-09-11 17:37:30,353] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest_generator.py[664]:_check_required_items(<ait_sdk.common.files.ait_manifest_generator.AITManifestGenerator object at 0x7f8b3b8c90d0>)
[2024-09-11 17:37:30,354] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest_generator.py[664]:_check_required_items()
[2024-09-11 17:37:30,354] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest_generator.py[666]:_check_format_items(<ait_sdk.common.files.ait_manifest_generator.AITManifestGenerator object at 0x7f8b3b8c90d0>)
[2024-09-11 17:37:30,354] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest_generator.py[666]:_check_format_items()
[2024-09-11 17:37:30,358] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest_generator.py[31]:write() = /workdir/root/develop/ait.manifest.json
[2024-09-11 17:37:30,366] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input_generator.py[5]:add_ait_inventories(<ait_sdk.common.files.ait_input_generator.AITInputGenerator object at 0x7f8b061068b0>)
[2024-09-11 17:37:30,366] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input_generator.py[5]:add_ait_inventories()
[2024-09-11 17:37:30,366] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input_generator.py[7]:set_ait_params(<ait_sdk.common.files.ait_input_generator.AITInputGenerator object at 0x7f8b061068b0>)
[2024-09-11 17:37:30,367] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input_generator.py[7]:set_ait_params()
[2024-09-11 17:37:30,367] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input_generator.py[9]:write(<ait_sdk.common.files.ait_input_generator.AITInputGenerator object at 0x7f8b061068b0>)
[2024-09-11 17:37:30,377] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input_generator.py[9]:write() = /usr/local/qai/mnt/ip/job_args/1/1/ait.input.json
[2024-09-11 17:37:30,384] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_output.py[5]:__init__(<ait_sdk.common.files.ait_output.AITOutput object at 0x7f8b3b8e2490>,<ait_sdk.common.files.ait_manifest.AITManifest object at 0x7f8b3b8e2460>)
[2024-09-11 17:37:30,384] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_output.py[5]:__init__()
[2024-09-11 17:37:30,385] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/ait_path_helper.py[16]:__init__(<ait_sdk.develop.ait_path_helper.AITPathHelper object at 0x7f8b5c1cd430>)
[2024-09-11 17:37:30,385] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/ait_path_helper.py[16]:__init__()
[2024-09-11 17:37:30,386] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/ait_path_helper.py[18]:get_input_file_path(<ait_sdk.develop.ait_path_helper.AITPathHelper object at 0x7f8b5c1cd430>)
[2024-09-11 17:37:30,386] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/ait_path_helper.py[18]:get_input_file_path() = /usr/local/qai/mnt/ip/job_args/1/1/ait.input.json
[2024-09-11 17:37:30,386] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input.py[18]:read_json(<ait_sdk.common.files.ait_input.AITInput object at 0x7f8b3b8e24c0>,/usr/local/qai/mnt/ip/job_args/1/1/ait.input.json)
[2024-09-11 17:37:30,391] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input.py[18]:read_json()
[2024-09-11 17:37:30,391] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/ait_path_helper.py[19]:get_manifest_file_path(<ait_sdk.develop.ait_path_helper.AITPathHelper object at 0x7f8b5c1cd430>)
[2024-09-11 17:37:30,392] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/ait_path_helper.py[19]:get_manifest_file_path() = /workdir/root/develop/ait.manifest.json
[2024-09-11 17:37:30,392] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest.py[19]:read_json(<ait_sdk.common.files.ait_manifest.AITManifest object at 0x7f8b3b8e2460>,/workdir/root/develop/ait.manifest.json)
[2024-09-11 17:37:30,395] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest.py[19]:read_json()
[2024-09-11 17:37:30,420] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/annotation.py[2]:main()
[2024-09-11 17:37:30,420] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/ait_path_helper.py[90]:get_output_file_path(<ait_sdk.develop.ait_path_helper.AITPathHelper object at 0x7f8b5c1cd430>)
[2024-09-11 17:37:30,420] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/ait_path_helper.py[99]:_get_result_dir_path(<ait_sdk.develop.ait_path_helper.AITPathHelper object at 0x7f8b5c1cd430>)
[2024-09-11 17:37:30,421] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input.py[103]:get_mount_dir_path(<ait_sdk.common.files.ait_input.AITInput object at 0x7f8b3b8e24c0>)
[2024-09-11 17:37:30,421] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input.py[103]:get_mount_dir_path() = /usr/local/qai/mnt
